Ranking IDHM 2010;Município;IDHM 2010
1995;Miracatu;0.697
1995;Areias;0.697
1995;Pinhalão;0.697
1995;Soledade de Minas;0.697
1995;Damolândia;0.697
1995;João Pinheiro;0.697
1995;Potim;0.697
1995;Aloândia;0.697
1995;Cambará do Sul;0.697
1995;Maratá;0.697
1995;Ingaí;0.697
1995;Angélica;0.697
1995;Caiuá;0.697
1995;Fátima;0.697
1995;Combinado;0.697
1995;Canelinha;0.697
1995;Dona Francisca;0.697
1995;Comendador Gomes;0.697
1995;Porciúncula;0.697
1995;Guzolândia;0.697
1995;Petrolina;0.697
1995;São Luís do Paraitinga;0.697
1995;Arantina;0.697
1995;São Miguel do Passa Quatro;0.697
1995;Carandaí;0.697
1995;Turvânia;0.697
1995;Tapira;0.697
1995;Manhumirim;0.697
1995;Bom Jesus do Sul;0.697
1995;Guapó;0.697
1995;Rio das Antas;0.697
2028;Santo Antônio do Caiuá;0.696
2028;Balneário Pinhal;0.696
2028;Coronel Martins;0.696
2028;Bom Jardim da Serra;0.696
2028;Abelardo Luz;0.696
2028;Santa Izabel do Oeste;0.696
2028;Japira;0.696
2028;Janiópolis;0.696
2028;Barbosa Ferraz;0.696
2028;Balsa Nova;0.696
2028;Alto Paraná;0.696
2028;São Jerônimo;0.696
2028;Pracinha;0.696
2028;Pedro de Toledo;0.696
2028;Brasnorte;0.696
2028;Cruzeiro da Fortaleza;0.696
2028;Estrela do Sul;0.696
2028;Fortuna de Minas;0.696
2028;Ipiaçu;0.696
2028;Espírito Santo do Turvo;0.696
2028;Janaúba;0.696
2028;Morada Nova de Minas;0.696
2028;Serra do Salitre;0.696
2028;Tocos do Moji;0.696
2028;Turvolândia;0.696
2028;Vargem Bonita;0.696
2028;Marataízes;0.696
2028;Marilândia;0.696
2028;Carmo;0.696
2028;Ipiranga de Goiás;0.696
2028;Moiporá;0.696
2059;Tuneiras do Oeste;0.695
2059;Araçaí;0.695
2059;Capim Branco;0.695
2059;Morro Agudo de Goiás;0.695
2059;Areiópolis;0.695
2059;Iraí de Minas;0.695
2059;Prata;0.695
2059;Anahy;0.695
2059;Sarandi;0.695
2059;Cruzília;0.695
2059;Elias Fausto;0.695
2059;Carangola;0.695
2059;Ouro Verde;0.695
2059;São João do Sul;0.695
2059;Cristiano Otoni;0.695
2059;Alegria;0.695
2059;Tabaporã;0.695
2059;Pinhal de São Bento;0.695
2059;Tapes;0.695
2078;José Boiteux;0.694
2078;Campo Alegre de Goiás;0.694
2078;Camaçari;0.694
2078;Astolfo Dutra;0.694
2078;Piên;0.694
2078;São João da Urtiga;0.694
2078;Heitoraí;0.694
2078;Paraopeba;0.694
2078;Juazeiro do Norte;0.694
2078;Arvorezinha;0.694
2078;Deodápolis;0.694
2078;Santana de Cataguases;0.694
2078;Clevelândia;0.694
2078;Goianira;0.694
2078;Abdon Batista;0.694
2078;Nova Alvorada do Sul;0.694
2078;Itambaracá;0.694
2078;Urubici;0.694
2078;Tupanci do Sul;0.694
2078;Muqui;0.694
2078;Coqueiral;0.694
2078;São José do Seridó;0.694
2078;Governador Lindenberg;0.694
2078;Cajati;0.694
2078;Cabrália Paulista;0.694
2078;Agudo;0.694
2078;Pequeri;0.694
2105;Itaboraí;0.693
2105;Guimarânia;0.693
2105;Aparecida do Rio Doce;0.693
2105;Senador Salgado Filho;0.693
2105;Aporé;0.693
2105;Itarumã;0.693
2105;Paraty;0.693
2105;São Patrício;0.693
2105;Independência;0.693
2105;Araçu;0.693
2105;Lagoinha;0.693
2105;Sulina;0.693
2105;Guairaçá;0.693
2105;Rianápolis;0.693
2105;Natércia;0.693
2105;Ipanema;0.693
2105;Porto Lucena;0.693
2105;Itiquira;0.693
2105;Pirenópolis;0.693
2105;Ponte Serrada;0.693
2105;São João do Ivaí;0.693
2105;Barra do Bugres;0.693
2105;Rio Pardo;0.693
2105;Cafeara;0.693
2105;Caiapônia;0.693
2105;Canarana;0.693
2105;Itaguari;0.693
2105;Itaberá;0.693
2105;São José da Bela Vista;0.693
2134;Cristais;0.692
2134;Caarapó;0.692
2134;Ribeirãozinho;0.692
2134;Inconfidentes;0.692
2134;São Sebastião da Bela Vista;0.692
2134;Recreio;0.692
2134;Machadinho;0.692
2134;Cerejeiras;0.692
2134;Campos Belos;0.692
2134;Querência;0.692
2134;Santana;0.692
2134;Bandeira do Sul;0.692
2134;Cafezal do Sul;0.692
2134;São Paulo das Missões;0.692
2134;Feliz Natal;0.692
2134;Bom Sucesso;0.692
2134;Inaciolândia;0.692
2134;Aperibé;0.692
2134;Camaragibe;0.692
2134;Ouro Verde;0.692
2134;Doresópolis;0.692
2134;Romelândia;0.692
2134;Brasópolis;0.692
2134;Córrego Danta;0.692
2134;Bossoroca;0.692
2134;Córrego do Bom Jesus;0.692
2134;Coqueiro Baixo;0.692
2161;Santo Antônio da Barra;0.691
2161;Itajá;0.691
2161;Candeias;0.691
2161;Poço Fundo;0.691
2161;Marilândia do Sul;0.691
2161;Turvelândia;0.691
2161;Irecê;0.691
2161;Itaguara;0.691
2161;Caxambu do Sul;0.691
2161;Santarém;0.691
2161;Estiva;0.691
2161;Nova Monte Verde;0.691
2161;Conceição da Aparecida;0.691
2161;Dom Pedro de Alcântara;0.691
2161;Arambaré;0.691
2161;Cambuci;0.691
2161;Iraí;0.691
2161;Eldorado;0.691
2161;Mara Rosa;0.691
2161;Currais Novos;0.691
2161;São Fidélis;0.691
2182;Porto Vera Cruz;0.690
2182;Ilhéus;0.690
2182;Quatis;0.690
2182;Major Vieira;0.690
2182;Dom Aquino;0.690
2182;Pilar do Sul;0.690
2182;Itaúba;0.690
2182;São Domingos do Prata;0.690
2182;Santa Rita de Caldas;0.690
2182;Curvelândia;0.690
2182;Coronel Macedo;0.690
2182;Campo Erê;0.690
2182;Prudente de Morais;0.690
2182;Lunardelli;0.690
2182;Guarda-Mor;0.690
2182;Nazareno;0.690
2182;Camacho;0.690
2199;Pompéu;0.689
2199;Muliterno;0.689
2199;Nova Hartz;0.689
2199;Abadiânia;0.689
2199;Figueirópolis;0.689
2199;Tiradentes do Sul;0.689
2199;Esperança Nova;0.689
2199;Carmo da Mata;0.689
2199;Abadia dos Dourados;0.689
2199;Terra de Areia;0.689
2199;São Gonçalo do Pará;0.689
2199;Sertão Santana;0.689
2199;Jaupaci;0.689
2199;Jardim Alegre;0.689
2199;Santo Afonso;0.689
2199;Comodoro;0.689
2199;Camanducaia;0.689
2199;Jequitibá;0.689
2199;Manhuaçu;0.689
2199;Ponte Alta do Norte;0.689
2199;Prados;0.689
2199;Butiá;0.689
2199;Quatro Irmãos;0.689
2199;Rolador;0.689
2199;Jaru;0.689
2224;Itamarati de Minas;0.688
2224;São José do Calçado;0.688
2224;Nova Fátima;0.688
2224;Aquidauana;0.688
2224;Roque Gonzales;0.688
2224;Italva;0.688
2224;Cristianópolis;0.688
2224;Campinorte;0.688
2224;Mangueirinha;0.688
2224;Porto Barreiro;0.688
2224;Santa Cruz de Goiás;0.688
2224;Sarutaiá;0.688
2224;Nova Guarita;0.688
2224;Biquinhas;0.688
2224;Novo Cabrais;0.688
2224;Tocantins;0.688
2224;Rolante;0.688
2224;Álvaro de Carvalho;0.688
2224;Vespasiano;0.688
2224;Anita Garibaldi;0.688
2224;Chapada dos Guimarães;0.688
2224;Dom Cavati;0.688
2224;Monte Belo;0.688
2224;Jundiaí do Sul;0.688
2224;Querência do Norte;0.688
2224;São Francisco de Sales;0.688
2224;Vila Rica;0.688
2251;Guareí;0.687
2251;São Lourenço do Sul;0.687
2251;Parnaíba;0.687
2251;São Joaquim;0.687
2251;Trindade do Sul;0.687
2251;Pontalina;0.687
2251;Marques de Souza;0.687
2251;Abatiá;0.687
2251;Aceguá;0.687
2251;Antonina;0.687
2251;Altair;0.687
2251;Araguaiana;0.687
2251;Guaraíta;0.687
2251;Angelina;0.687
2251;Caldas;0.687
2251;Wenceslau Braz;0.687
2251;Varjão;0.687
2251;Faxinal;0.687
2251;Salto do Jacuí;0.687
2251;Balsas;0.687
2251;Dom Viçoso;0.687
2251;Faria Lemos;0.687
2251;Buriti de Goiás;0.687
2251;Santana do Itararé;0.687
2251;Planalto;0.687
2251;Santa Lúcia;0.687
2251;Arenópolis;0.687
2251;Rio Azul;0.687
2251;Jataizinho;0.687
2251;Herval;0.687
2251;Passa Tempo;0.687
2282;Acreúna;0.686
2282;Belo Oriente;0.686
2282;Santo Antônio das Missões;0.686
2282;Dores de Campos;0.686
2282;Sidrolândia;0.686
2282;Bom Sucesso;0.686
2282;Pimenta;0.686
2282;Jóia;0.686
2282;Ponte Branca;0.686
2282;Nova Canaã do Norte;0.686
2282;Santa Maria da Serra;0.686
2282;Serra Azul;0.686
2282;Cabo de Santo Agostinho;0.686
2282;Guanhães;0.686
2282;Maracanaú;0.686
2282;Panamá;0.686
2282;Mundo Novo;0.686
2282;Águas Lindas de Goiás;0.686
2282;Leoberto Leal;0.686
2282;Morretes;0.686
2282;Vargeão;0.686
2282;Viana;0.686
2282;Campo do Tenente;0.686
2282;Córrego do Ouro;0.686
2282;Brejinho de Nazaré;0.686
2282;General Câmara;0.686
2282;Ipuiúna;0.686
2309;Santana do Paraíso;0.685
2309;São João D'Aliança;0.685
2309;Arandu;0.685
2309;Rio Piracicaba;0.685
2309;Porto dos Gaúchos;0.685
2309;Terezópolis de Goiás;0.685
2309;Liberato Salzano;0.685
2309;Resende Costa;0.685
2309;Teixeira de Freitas;0.685
2309;Caldazinha;0.685
2309;Espírito Santo do Dourado;0.685
2309;Ibema;0.685
2309;Fazenda Nova;0.685
2309;São Vicente do Sul;0.685
2309;Erval Seco;0.685
2309;Piranguçu;0.685
2309;São Francisco de Paula;0.685
2309;Colorado do Oeste;0.685
2309;Comendador Levy Gasparian;0.685
2309;Conceição da Barra de Minas;0.685
2309;Porto Vitória;0.685
2309;Elói Mendes;0.685
2309;Gramado dos Loureiros;0.685
2332;Rochedo de Minas;0.684
2332;Areal;0.684
2332;Catas Altas;0.684
2332;Batayporã;0.684
2332;Porteirão;0.684
2332;Fronteira;0.684
2332;São José do Barreiro;0.684
2332;Brasilândia do Tocantins;0.684
2332;Aimorés;0.684
2332;Piraúba;0.684
2332;Miracema do Tocantins;0.684
2332;Senador José Bento;0.684
2332;Antônio Prado de Minas;0.684
2332;Professor Jamil;0.684
2332;Novo Gama;0.684
2332;Itarana;0.684
2332;Eldorado;0.684
2332;Mar de Espanha;0.684
2332;Ribeirão das Neves;0.684
2332;Santa Cruz do Xingu;0.684
2332;Maçambará;0.684
2332;Cunha;0.684
2332;Pilar de Goiás;0.684
2332;Vicentinópolis;0.684
2332;Porto Franco;0.684
2332;Aragoiânia;0.684
2332;Belford Roxo;0.684
2359;Honório Serpa;0.683
2359;Mozarlândia;0.683
2359;Quartel Geral;0.683
2359;Paverama;0.683
2359;Progresso;0.683
2359;Bonfinópolis;0.683
2359;Restinga Seca;0.683
2359;Campo do Meio;0.683
2359;Guidoval;0.683
2359;Careaçu;0.683
2359;Divinópolis do Tocantins;0.683
2359;Bom Jesus do Amparo;0.683
2359;Toropi;0.683
2359;Gonçalves;0.683
2359;Rio Claro;0.683
2359;Arceburgo;0.683
2359;Denise;0.683
2359;Barra de São Francisco;0.683
2359;Tiros;0.683
2359;Forquetinha;0.683
2359;Antônio Carlos;0.683
2359;Santa Isabel;0.683
2359;Barbalha;0.683
2359;São Pedro do Iguaçu;0.683
2359;Sete de Setembro;0.683
2359;Ressaquinha;0.683
2359;Alagoinhas;0.683
2386;Areia Branca;0.682
2386;Nova Olímpia;0.682
2386;Turmalina;0.682
2386;Alexânia;0.682
2386;Limoeiro do Norte;0.682
2386;Queluzito;0.682
2386;Ouro Preto do Oeste;0.682
2386;Pedreiras;0.682
2386;Frei Rogério;0.682
2386;Campos Gerais;0.682
2386;Santa Luzia;0.682
2386;Jardim Olinda;0.682
2386;São José do Rio Claro;0.682
2386;Carmo de Minas;0.682
2386;Patrocínio do Muriaé;0.682
2386;Santa Terezinha do Progresso;0.682
2386;Caucaia;0.682
2386;Santa Rita de Jacutinga;0.682
2386;São Domingos do Norte;0.682
2386;Maquiné;0.682
2386;Selvíria;0.682
2386;Ametista do Sul;0.682
2386;Formigueiro;0.682
2386;Juara;0.682
2386;Flor da Serra do Sul;0.682
2386;São Carlos do Ivaí;0.682
2412;Minas do Leão;0.681
2412;Tapiraí;0.681
2412;Tabuleiro;0.681
2412;Tocantinópolis;0.681
2412;Brasilândia do Sul;0.681
2412;Quedas do Iguaçu;0.681
2412;Rio Bananal;0.681
2412;Erval Grande;0.681
2412;Roncador;0.681
2412;Campo Bonito;0.681
2412;Contenda;0.681
2412;Serranópolis;0.681
2412;Itatiba do Sul;0.681
2412;Três Barras do Paraná;0.681
2412;Nova Glória;0.681
2412;Inocência;0.681
2412;Boa Esperança do Sul;0.681
2412;Bela Vista da Caroba;0.681
2412;Marilena;0.681
2412;Gouveia;0.681
2412;Bandeirantes;0.681
2412;Amorinópolis;0.681
2412;Jaboticatubas;0.681
2412;Vila Pavão;0.681
2412;Baependi;0.681
2412;Sonora;0.681
2412;Conceição da Barra;0.681
2439;Corumbá de Goiás;0.680
2439;Rio das Flores;0.680
2439;Esmeralda;0.680
2439;Nova Santa Bárbara;0.680
2439;Itaóca;0.680
2439;Quitandinha;0.680
2439;Carpina;0.680
2439;Mirador;0.680
2439;Canitar;0.680
2439;Ilicínea;0.680
2439;Mutunópolis;0.680
2439;Lidianópolis;0.680
2439;Entre-Ijuís;0.680
2439;Descoberto;0.680
2439;Maripá de Minas;0.680
2439;Sapucaí-Mirim;0.680
2439;Gurinhatã;0.680
2439;Arapeí;0.680
2439;Arapoema;0.680
2439;Corinto;0.680
2439;Miraí;0.680
2439;Queimados;0.680
2439;Vera;0.680
2462;Acari;0.679
2462;Taquarivaí;0.679
2462;Glaucilândia;0.679
2462;Cajazeiras;0.679
2462;Ipueira;0.679
2462;Pedra Preta;0.679
2462;Araricá;0.679
2462;Dueré;0.679
2462;Figueirópolis D'Oeste;0.679
2462;Estrela Velha;0.679
2462;Rio Preto;0.679
2462;Lagoa Grande;0.679
2462;Salinas;0.679
2462;Boa Esperança;0.679
2462;Rio Branco do Sul;0.679
2462;Abreu E Lima;0.679
2462;Matrinchã;0.679
2462;Jaguaraçu;0.679
2462;Guapé;0.679
2481;Pinhal Grande;0.678
2481;Vitória da Conquista;0.678
2481;Bonfinópolis de Minas;0.678
2481;Catanduvas;0.678
2481;Candeias;0.678
2481;Nova América;0.678
2481;Alto Paraíso;0.678
2481;Cedro do Abaeté;0.678
2481;Centralina;0.678
2481;Pau dos Ferros;0.678
2481;Jaguaré;0.678
2481;Córrego Fundo;0.678
2481;Nazaré Paulista;0.678
2481;Águia Branca;0.678
2481;Wenceslau Braz;0.678
2481;Quadra;0.678
2481;Sagrada Família;0.678
2481;Poxoréo;0.678
2481;Pedro Osório;0.678
2481;Luminárias;0.678
2481;Silveiras;0.678
2481;Piedade do Rio Grande;0.678
2503;Itapirapuã;0.677
2503;Marabá Paulista;0.677
2503;São Bernardino;0.677
2503;Serra da Saudade;0.677
2503;Guaraciama;0.677
2503;Juazeiro;0.677
2503;Aurora do Tocantins;0.677
2503;Coronel Xavier Chaves;0.677
2503;Iguatu;0.677
2503;Maurilândia;0.677
2503;Itatiaiuçu;0.677
2503;Hidrolina;0.677
2503;Pedra Bela;0.677
2503;Serrania;0.677
2503;Guaraniaçu;0.677
2503;Caruaru;0.677
2503;Itariri;0.677
2503;Figueira;0.677
2503;Catu;0.677
2503;Guarani;0.677
2503;Eunápolis;0.677
2524;São Sebastião do Rio Verde;0.676
2524;São Jorge do Patrocínio;0.676
2524;Luciara;0.676
2524;Marituba;0.676
2524;Perolândia;0.676
2524;Alto Piquiri;0.676
2524;Santa Maria do Herval;0.676
2524;Estrela do Indaiá;0.676
2524;Ewbank da Câmara;0.676
2524;Alvinópolis;0.676
2524;Paraíso do Sul;0.676
2524;Prudentópolis;0.676
2524;Arapuã;0.676
2524;Dias D'Ávila;0.676
2524;Novo Tiradentes;0.676
2524;Boa Vista das Missões;0.676
2524;Porto Seguro;0.676
2524;Reserva do Cabaçal;0.676
2524;Conceição de Ipanema;0.676
2524;Lagoa Dourada;0.676
2524;Parelhas;0.676
2545;Monte Castelo;0.675
2545;Vila Valério;0.675
2545;Capetinga;0.675
2545;Moreira Sales;0.675
2545;Simões Filho;0.675
2545;Eugenópolis;0.675
2545;Alfredo Vasconcelos;0.675
2545;Naque;0.675
2545;Pedralva;0.675
2545;Teixeiras;0.675
2545;Pacatuba;0.675
2545;Bela Vista do Toldo;0.675
2545;São Francisco de Assis;0.675
2545;Godoy Moreira;0.675
2545;Apiacás;0.675
2545;Lajeado;0.675
2545;Ibituruna;0.675
2545;Aripuanã;0.675
2545;Guia Lopes da Laguna;0.675
2545;Silvanópolis;0.675
2545;Araguaçu;0.675
2545;Aruanã;0.675
2545;Mantena;0.675
2545;Guapiara;0.675
2545;Água Comprida;0.675
2545;Oliveira de Fátima;0.675
2545;Sapucaia;0.675
2545;Virginópolis;0.675
2573;Cabo Verde;0.674
2573;Brasilândia de Minas;0.674
2573;Guiricema;0.674
2573;Paulo Afonso;0.674
2573;Olímpio Noronha;0.674
2573;Anitápolis;0.674
2573;Gouvelândia;0.674
2573;Pequi;0.674
2573;Bela Vista de Minas;0.674
2573;Monte Alegre de Minas;0.674
2573;Russas;0.674
2573;Peixe;0.674
2573;Itamogi;0.674
2573;São Francisco do Conde;0.674
2573;Araguapaz;0.674
2573;Santa Inês;0.674
2573;Cerro Grande;0.674
2573;Braga;0.674
2573;Senador Cortes;0.674
2573;Novo Mundo;0.674
2573;Indianópolis;0.674
2573;Iaras;0.674
2573;São Pedro da União;0.674
2573;Candelária;0.674
2573;Ibitiúra de Minas;0.674
2598;Pinheiros;0.673
2598;Consolação;0.673
2598;Guarabira;0.673
2598;Novo Progresso;0.673
2598;Ponte Alta;0.673
2598;Rio Acima;0.673
2598;Vitor Meireles;0.673
2598;Bom Jardim de Minas;0.673
2598;Amambai;0.673
2598;Apiacá;0.673
2598;Castanhal;0.673
2598;Natividade;0.673
2598;Cristalândia;0.673
2598;Porto Alegre do Norte;0.673
2598;Rio Verde de Mato Grosso;0.673
2598;Palmeirópolis;0.673
2598;Sete Barras;0.673
2598;Dom Bosco;0.673
2598;Jauru;0.673
2598;Albertina;0.673
2598;Canaã dos Carajás;0.673
2598;Inhacorá;0.673
2598;Guanambi;0.673
2621;Paraúna;0.672
2621;Laguna Carapã;0.672
2621;Espigão D'Oeste;0.672
2621;Bandeirante;0.672
2621;Turvo;0.672
2621;Alto do Rodrigues;0.672
2621;São Bento Abade;0.672
2621;Alecrim;0.672
2621;São Roque de Minas;0.672
2621;União de Minas;0.672
2621;Capão do Cipó;0.672
2621;Entre Rios de Minas;0.672
2621;Açailândia;0.672
2621;Redenção;0.672
2621;Britânia;0.672
2621;Maravilhas;0.672
2621;Buritis;0.672
2621;Santo Antônio do Amparo;0.672
2621;Liberdade;0.672
2621;Rebouças;0.672
2621;Paranaíta;0.672
2642;Paty do Alferes;0.671
2642;Esmeraldas;0.671
2642;Garruchos;0.671
2642;Teixeira Soares;0.671
2642;São José da Boa Vista;0.671
2642;Nova Resende;0.671
2642;Xambioá;0.671
2642;Alpestre;0.671
2642;Santo Antônio do Sudoeste;0.671
2642;Palmeira;0.671
2642;Sentinela do Sul;0.671
2642;Santo Antônio do Aventureiro;0.671
2642;Santa Maria de Jetibá;0.671
2642;Colméia;0.671
2642;Ananás;0.671
2642;Corguinho;0.671
2642;Natalândia;0.671
2642;Água Fria de Goiás;0.671
2642;Baldim;0.671
2642;Pedro Gomes;0.671
2642;São João da Barra;0.671
2663;Triunfo;0.670
2663;Ariranha do Ivaí;0.670
2663;Uirapuru;0.670
2663;Barra do Ribeiro;0.670
2663;Resplendor;0.670
2663;São Gonçalo do Abaeté;0.670
2663;Boa Vista da Aparecida;0.670
2663;Itaparica;0.670
2663;Bom Jardim de Goiás;0.670
2663;Ipiaú;0.670
2663;Bonito;0.670
2663;Claro dos Poções;0.670
2663;Lagoa Bonita do Sul;0.670
2663;Divisa Nova;0.670
2663;Água Clara;0.670
2663;Leme do Prado;0.670
2663;Fortaleza de Minas;0.670
2663;Taiobeiras;0.670
2663;Conceição do Castelo;0.670
2663;Anaurilândia;0.670
2663;Mimoso do Sul;0.670
2663;Ribeirão Cascalheira;0.670
2663;Formoso do Araguaia;0.670
2663;Augustinópolis;0.670
2663;General Carneiro;0.670
2663;Dois Irmãos das Missões;0.670
2663;Santa Luzia D'Oeste;0.670
2663;Tupirama;0.670
2691;Coronel Pacheco;0.669
2691;Arroio do Padre;0.669
2691;Francisco Alves;0.669
2691;Pirapó;0.669
2691;Balbinos;0.669
2691;Juramento;0.669
2691;Santa Terezinha;0.669
2691;Ponto Belo;0.669
2691;Amaporã;0.669
2691;Santo Antônio do Rio Abaixo;0.669
2691;Volta Grande;0.669
2691;Planaltina;0.669
2691;Guamiranga;0.669
2691;Nova Ubiratã;0.669
2691;Paineiras;0.669
2691;Delfim Moreira;0.669
2691;São Luíz do Norte;0.669
2691;Buenópolis;0.669
2691;Salgueiro;0.669
2691;Coimbra;0.669
2691;Martinho Campos;0.669
2691;Domingos Martins;0.669
2691;Itati;0.669
2691;Presidente Kennedy;0.669
2691;Pugmil;0.669
2716;Luiziana;0.668
2716;Rodeiro;0.668
2716;Bom Jesus;0.668
2716;Doverlândia;0.668
2716;Congonhinhas;0.668
2716;Confresa;0.668
2716;Vieiras;0.668
2716;Alfredo Wagner;0.668
2716;Jacuí;0.668
2716;Centenário do Sul;0.668
2716;Conceição das Pedras;0.668
2716;São Félix do Araguaia;0.668
2716;Laje do Muriaé;0.668
2716;Mata de São João;0.668
2716;Cabeceiras;0.668
2716;Cristina;0.668
2716;Alterosa;0.668
2716;Santa Maria Madalena;0.668
2716;Sousa;0.668
2716;Aiuruoca;0.668
2716;Marabá;0.668
2716;Tejupá;0.668
2738;Altamira do Paraná;0.667
2738;Arcoverde;0.667
2738;Bituruna;0.667
2738;Veríssimo;0.667
2738;São Miguel das Missões;0.667
2738;São Gonçalo do Rio Abaixo;0.667
2738;Afonso Cláudio;0.667
2738;Pancas;0.667
2738;Adrianópolis;0.667
2738;Santana do Garambéu;0.667
2738;Trajano de Moraes;0.667
2738;Buri;0.667
2738;Nepomuceno;0.667
2738;Itapetinga;0.667
2738;São Thomé das Letras;0.667
2738;Imaruí;0.667
2738;Montanha;0.667
2738;Sucupira;0.667
2738;Paranatinga;0.667
2738;Canabrava do Norte;0.667
2738;Tapiraí;0.667
2759;Mucurici;0.666
2759;Faxinalzinho;0.666
2759;São José do Goiabal;0.666
2759;Cruzmaltina;0.666
2759;Pojuca;0.666
2759;Icaraíma;0.666
2759;Senhor do Bonfim;0.666
2759;Iúna;0.666
2759;Lindoeste;0.666
2759;Amélia Rodrigues;0.666
2759;Tucuruí;0.666
2759;Várzea da Palma;0.666
2759;Papagaios;0.666
2759;Bodoquena;0.666
2759;Salto do Céu;0.666
2759;Porto Murtinho;0.666
2759;Bom Jesus;0.666
2776;Benevides;0.665
2776;Mucuri;0.665
2776;Carlinda;0.665
2776;Castanheira;0.665
2776;Central de Minas;0.665
2776;Conceição do Rio Verde;0.665
2776;Iretama;0.665
2776;Ipaba;0.665
2776;Mirabela;0.665
2776;União do Sul;0.665
2776;Abreulândia;0.665
2776;Santana do Riacho;0.665
2776;Laranjal do Jari;0.665
2776;Coronel Bicaco;0.665
2776;São Gonçalo do Amarante;0.665
2776;Igarassu;0.665
2776;Altamira;0.665
2776;Mimoso de Goiás;0.665
2776;Macau;0.665
2776;Mucajaí;0.665
2776;Santa Tereza de Goiás;0.665
2776;Santo Antônio do Descoberto;0.665
2776;São Cristovão do Sul;0.665
2776;Pimenteiras do Oeste;0.665
2776;Jequié;0.665
2776;Quevedos;0.665
2802;Presidente Médici;0.664
2802;Chácara;0.664
2802;Itapuca;0.664
2802;Caturaí;0.664
2802;São Brás do Suaçuí;0.664
2802;Ribas do Rio Pardo;0.664
2802;Riversul;0.664
2802;Mostardas;0.664
2802;Uruana de Minas;0.664
2802;Alto Rio Novo;0.664
2802;Tibagi;0.664
2802;São Pedro das Missões;0.664
2802;Serra Nova Dourada;0.664
2802;Garanhuns;0.664
2802;Inimutaba;0.664
2802;Painel;0.664
2802;Rio Doce;0.664
2802;Novo Horizonte do Norte;0.664
2802;Cruzeiro do Sul;0.664
2802;Nossa Senhora do Socorro;0.664
2802;São Miguel do Araguaia;0.664
2802;Mercês;0.664
2802;Grossos;0.664
2802;Jaraguari;0.664
2802;São João do Caiuá;0.664
2802;Cruz Machado;0.664
2828;Anastácio;0.663
2828;Floriano Peixoto;0.663
2828;Vargem Alta;0.663
2828;Conceição do Jacuípe;0.663
2828;Onça de Pitangui;0.663
2828;Nova Maringá;0.663
2828;Santa Margarida do Sul;0.663
2828;Aliança do Tocantins;0.663
2828;Sengés;0.663
2828;São Francisco do Glória;0.663
2828;Araçuaí;0.663
2828;Novo Machado;0.663
2828;Limoeiro;0.663
2828;Jardim do Seridó;0.663
2828;Miradouro;0.663
2828;Espera Feliz;0.663
2828;São José dos Ausentes;0.663
2828;Aguanil;0.663
2846;Nova União;0.662
2846;Barcarena;0.662
2846;Cariri do Tocantins;0.662
2846;São Joaquim de Bicas;0.662
2846;Macieira;0.662
2846;Santa Tereza do Tocantins;0.662
2846;Jaú do Tocantins;0.662
2846;Três Forquilhas;0.662
2846;São Cristóvão;0.662
2846;São Tiago;0.662
2846;Rosário do Ivaí;0.662
2846;Nazaré da Mata;0.662
2846;Ecoporanga;0.662
2846;Vila Nova do Sul;0.662
2846;Conselheiro Pena;0.662
2846;Juruena;0.662
2846;Sooretama;0.662
2846;Mato Verde;0.662
2846;Miranorte;0.662
2846;Iguatemi;0.662
2846;Rosário da Limeira;0.662
2846;Jacuizinho;0.662
2846;Barra do Quaraí;0.662
2846;Cacique Doble;0.662
2870;Fontoura Xavier;0.661
2870;Riozinho;0.661
2870;Teresina de Goiás;0.661
2870;Esperança do Sul;0.661
2870;Pantano Grande;0.661
2870;São Gonçalo do Amarante;0.661
2870;São Raimundo Nonato;0.661
2870;Nova Rosalândia;0.661
2870;Alto Caparaó;0.661
2870;Itapirapuã Paulista;0.661
2870;Aracitaba;0.661
2870;Brunópolis;0.661
2870;Lajinha;0.661
2870;Pau D'Arco;0.661
2870;Bom Jesus do Araguaia;0.661
2870;Capela de Santana;0.661
2870;São José do Povo;0.661
2870;Indiavaí;0.661
2870;Jeceaba;0.661
2870;Açu;0.661
2870;Serra Talhada;0.661
2870;Divino das Laranjeiras;0.661
2870;Cerro Branco;0.661
2870;Propriá;0.661
2870;Campo Limpo de Goiás;0.661
2870;Toledo;0.661
2870;Pinheiro Machado;0.661
2870;Senador Amaral;0.661
2898;Alvorada do Norte;0.660
2898;Imbituva;0.660
2898;Agudos do Sul;0.660
2898;Satuba;0.660
2898;Figueirão;0.660
2898;Cerro Grande do Sul;0.660
2898;Extremoz;0.660
2898;Bom Sucesso de Itararé;0.660
2898;Muritiba;0.660
2898;Palmas;0.660
2898;Cordislândia;0.660
2898;Seritinga;0.660
2898;Cristal do Sul;0.660
2898;São Sebastião da Vargem Alegre;0.660
2898;Barra do Chapéu;0.660
2898;Bom Jardim;0.660
2898;Alto Jequitibá;0.660
2898;Ipuaçu;0.660
2898;São Francisco de Paula;0.660
2898;Avelinópolis;0.660
2898;Cocalinho;0.660
2898;Lavandeira;0.660
2898;São José do Vale do Rio Preto;0.660
2898;São Pedro da Cipa;0.660
2898;Belmiro Braga;0.660
2898;Bom Jesus do Tocantins;0.660
2924;São Pedro dos Ferros;0.659
2924;Segredo;0.659
2924;Duas Barras;0.659
